"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","total.sulfur.dioxide","density","pH","sulphates","alcohol","type"
0.147249881868821,2.21762503713434,-2.21290045682956,-0.752627344739189,0.604729716398771,-1.45494179142847,1.05645602840679,1.81790660768282,0.204888230347583,-0.915531088333192,"red"
0.457057534177764,3.32253860519846,-2.21290045682956,-0.603734008165162,1.26239338286937,-0.866958270360632,0.717151076079763,-0.115904298516908,1.03603677552743,-0.580023500284405,"red"
0.457057534177764,2.58592955982238,-1.93470577799595,-0.667545438125459,1.08303056474102,-1.09858814229645,0.785012066545162,0.258381683328199,0.82824963923247,-0.580023500284405,"red"
3.09042257880379,-0.360506621681918,1.68182504684104,-0.752627344739189,0.574835913377381,-0.991682047556841,1.12431701887219,-0.365428286413649,0.343412987877558,-0.580023500284405,"red"
0.147249881868821,2.21762503713434,-2.21290045682956,-0.752627344739189,0.604729716398771,-1.45494179142847,1.05645602840679,1.81790660768282,0.204888230347583,-0.915531088333192,"red"
0.147249881868821,1.97208868867565,-2.21290045682956,-0.773897821392622,0.574835913377381,-1.34803569668887,1.05645602840679,1.81790660768282,0.204888230347583,-0.915531088333192,"red"
0.534509447255001,1.60378416598762,-1.79560843857914,-0.816438774699487,0.395473095249036,-1.00949973001344,0.581429095148927,0.50790567122494,-0.487735557302292,-0.915531088333192,"red"
0.0697979687915843,1.91070460156098,-2.21290045682956,-0.901520681313217,0.275897883163473,-1.68657166336429,-0.0293198190397009,1.06933464399261,-0.418473178537304,-0.412269706260011,"red"
0.457057534177764,1.48101599175827,-2.07380311741275,-0.731356868085757,0.515048307334599,-1.7400247107341,0.717151076079763,0.88219165307005,0.27415060911257,-0.831654191320995,"red"
0.224701794946056,0.989943294840886,0.290851652672967,0.140732674704977,0.455260701291817,-0.243339384379587,1.05645602840679,0.819810656095867,1.86718532070728,0.00711477880097261,"red"
-0.394913509671831,1.48101599175827,-1.65651109916233,-0.773897821392622,1.23249957984798,-0.902593635273835,0.41177661898543,0.38314367727657,0.0663634728176082,-1.08328488235759,"red"
0.224701794946056,0.989943294840886,0.290851652672967,0.140732674704977,0.455260701291817,-0.243339384379587,1.05645602840679,0.819810656095867,1.86718532070728,0.00711477880097261,"red"
